"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 23 19:03:59 GMT 2023","Sun Apr 23 19:04:02 GMT 2023","2260","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adatkezelési nyilatkozat elfogadása",""
"passed","Sun Apr 23 19:04:05 GMT 2023","Sun Apr 23 19:04:12 GMT 2023","6840","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Regisztráció új felhasználóval",""
"broken","Sun Apr 23 19:06:12 GMT 2023","Sun Apr 23 19:06:36 GMT 2023","23789","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Meglévő adat módosítás (user profil bio)",""
"broken","Sun Apr 23 19:05:18 GMT 2023","Sun Apr 23 19:05:42 GMT 2023","23807","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Új adat bevitel, új cikk",""
"broken","Sun Apr 23 19:06:39 GMT 2023","Sun Apr 23 19:07:03 GMT 2023","23781","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adat törlése, cikk",""
"broken","Sun Apr 23 19:07:06 GMT 2023","Sun Apr 23 19:07:30 GMT 2023","23808","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adatok lementése felületről, tag lista",""
"broken","Sun Apr 23 19:04:16 GMT 2023","Sun Apr 23 19:04:21 GMT 2023","5455","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Bejelentkezés regisztrált felhasználóval",""
"broken","Sun Apr 23 19:04:25 GMT 2023","Sun Apr 23 19:04:48 GMT 2023","23793","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adatok listázása",""
"broken","Sun Apr 23 19:07:33 GMT 2023","Sun Apr 23 19:07:57 GMT 2023","23786","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Kijelentkezés",""
"broken","Sun Apr 23 19:05:45 GMT 2023","Sun Apr 23 19:06:09 GMT 2023","23799","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Ismételt és sorozatos adatbevitel adatforrásból, kommentek",""
"broken","Sun Apr 23 19:04:51 GMT 2023","Sun Apr 23 19:05:15 GMT 2023","23804","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Több oldalas lista bejárása",""
