"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Apr 23 16:07:11 GMT 2023","Sun Apr 23 16:07:19 GMT 2023","8422","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_modify_data",""
"broken","Sun Apr 23 16:07:20 GMT 2023","Sun Apr 23 16:07:29 GMT 2023","8419","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_delete_article",""
"broken","Sun Apr 23 16:06:25 GMT 2023","Sun Apr 23 16:06:31 GMT 2023","6426","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_login",""
"broken","Sun Apr 23 16:06:42 GMT 2023","Sun Apr 23 16:06:50 GMT 2023","8409","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_list_walkthrough",""
"broken","Sun Apr 23 16:06:52 GMT 2023","Sun Apr 23 16:07:00 GMT 2023","8421","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_new_data",""
"passed","Sun Apr 23 16:06:16 GMT 2023","Sun Apr 23 16:06:18 GMT 2023","2065","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_cookie",""
"passed","Sun Apr 23 16:06:19 GMT 2023","Sun Apr 23 16:06:24 GMT 2023","4441","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_registration",""
"broken","Sun Apr 23 16:07:30 GMT 2023","Sun Apr 23 16:07:38 GMT 2023","8409","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_collect_data",""
"broken","Sun Apr 23 16:07:40 GMT 2023","Sun Apr 23 16:07:48 GMT 2023","8419","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_logout",""
"broken","Sun Apr 23 16:06:32 GMT 2023","Sun Apr 23 16:06:41 GMT 2023","8415","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_datalist",""
"broken","Sun Apr 23 16:07:01 GMT 2023","Sun Apr 23 16:07:10 GMT 2023","8435","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_repeated_data_from_file",""
