"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 23 16:33:31 GMT 2023","Sun Apr 23 16:33:36 GMT 2023","4937","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_registration",""
"broken","Sun Apr 23 16:34:34 GMT 2023","Sun Apr 23 16:34:42 GMT 2023","8503","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_delete_article",""
"broken","Sun Apr 23 16:34:05 GMT 2023","Sun Apr 23 16:34:13 GMT 2023","8512","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_new_data",""
"broken","Sun Apr 23 16:33:45 GMT 2023","Sun Apr 23 16:33:54 GMT 2023","8510","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_datalist",""
"passed","Sun Apr 23 16:33:28 GMT 2023","Sun Apr 23 16:33:30 GMT 2023","2248","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_cookie",""
"broken","Sun Apr 23 16:33:37 GMT 2023","Sun Apr 23 16:33:44 GMT 2023","6541","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_login",""
"broken","Sun Apr 23 16:34:24 GMT 2023","Sun Apr 23 16:34:32 GMT 2023","8515","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_modify_data",""
"broken","Sun Apr 23 16:34:53 GMT 2023","Sun Apr 23 16:35:02 GMT 2023","8520","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_logout",""
"broken","Sun Apr 23 16:34:43 GMT 2023","Sun Apr 23 16:34:52 GMT 2023","8507","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_collect_data",""
"broken","Sun Apr 23 16:34:14 GMT 2023","Sun Apr 23 16:34:23 GMT 2023","8501","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_repeated_data_from_file",""
"broken","Sun Apr 23 16:33:55 GMT 2023","Sun Apr 23 16:34:03 GMT 2023","8508","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_list_walkthrough",""
