"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 24 11:41:25 GMT 2023","Mon Apr 24 11:41:36 GMT 2023","10467","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adatok lementése felületről, tag lista",""
"passed","Mon Apr 24 11:40:30 GMT 2023","Mon Apr 24 11:40:45 GMT 2023","14665","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Ismételt és sorozatos adatbevitel adatforrásból, kommentek",""
"passed","Mon Apr 24 11:40:04 GMT 2023","Mon Apr 24 11:40:15 GMT 2023","10403","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Több oldalas lista bejárása",""
"passed","Mon Apr 24 11:41:06 GMT 2023","Mon Apr 24 11:41:22 GMT 2023","16170","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adat törlése, cikk",""
"passed","Mon Apr 24 11:41:39 GMT 2023","Mon Apr 24 11:41:49 GMT 2023","10362","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Kijelentkezés",""
"passed","Mon Apr 24 11:39:46 GMT 2023","Mon Apr 24 11:39:50 GMT 2023","3843","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Bejelentkezés regisztrált felhasználóval",""
"passed","Mon Apr 24 11:39:53 GMT 2023","Mon Apr 24 11:40:01 GMT 2023","8449","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adatok listázása",""
"passed","Mon Apr 24 11:40:48 GMT 2023","Mon Apr 24 11:41:03 GMT 2023","14957","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Meglévő adat módosítás (user profil bio)",""
"passed","Mon Apr 24 11:39:36 GMT 2023","Mon Apr 24 11:39:43 GMT 2023","6417","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Regisztráció új felhasználóval",""
"passed","Mon Apr 24 11:39:31 GMT 2023","Mon Apr 24 11:39:33 GMT 2023","2061","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adatkezelési nyilatkozat elfogadása",""
"passed","Mon Apr 24 11:40:18 GMT 2023","Mon Apr 24 11:40:27 GMT 2023","9488","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Új adat bevitel, új cikk",""
