"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Apr 23 18:18:37 GMT 2023","Sun Apr 23 18:18:37 GMT 2023","0","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Több oldalas lista bejárása",""
"broken","Sun Apr 23 18:18:41 GMT 2023","Sun Apr 23 18:18:41 GMT 2023","0","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Kijelentkezés",""
"broken","Sun Apr 23 18:18:37 GMT 2023","Sun Apr 23 18:18:37 GMT 2023","0","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Új adat bevitel, új cikk",""
"broken","Sun Apr 23 18:18:35 GMT 2023","Sun Apr 23 18:18:35 GMT 2023","0","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Bejelentkezés regisztrált felhasználóval",""
"broken","Sun Apr 23 18:18:33 GMT 2023","Sun Apr 23 18:18:33 GMT 2023","0","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adatkezelési nyilatkozat elfogadása",""
"broken","Sun Apr 23 18:18:40 GMT 2023","Sun Apr 23 18:18:40 GMT 2023","0","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adatok lementése felületről, tag lista",""
"broken","Sun Apr 23 18:18:39 GMT 2023","Sun Apr 23 18:18:39 GMT 2023","0","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Meglévő adat módosítás (user profil bio)",""
"broken","Sun Apr 23 18:18:40 GMT 2023","Sun Apr 23 18:18:40 GMT 2023","0","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adat törlése, cikk",""
"broken","Sun Apr 23 18:18:36 GMT 2023","Sun Apr 23 18:18:36 GMT 2023","0","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adatok listázása",""
"broken","Sun Apr 23 18:18:38 GMT 2023","Sun Apr 23 18:18:38 GMT 2023","0","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Ismételt és sorozatos adatbevitel adatforrásból, kommentek",""
"broken","Sun Apr 23 18:18:35 GMT 2023","Sun Apr 23 18:18:35 GMT 2023","0","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Regisztráció új felhasználóval",""
