"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 23 15:50:59 GMT 2023","Sun Apr 23 15:51:01 GMT 2023","1852","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_login",""
"passed","Sun Apr 23 15:51:53 GMT 2023","Sun Apr 23 15:52:00 GMT 2023","6061","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_collect_data",""
"broken","Sun Apr 23 15:50:53 GMT 2023","Sun Apr 23 15:50:58 GMT 2023","4910","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_registration",""
"passed","Sun Apr 23 15:51:02 GMT 2023","Sun Apr 23 15:51:06 GMT 2023","4261","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_datalist",""
"passed","Sun Apr 23 15:51:29 GMT 2023","Sun Apr 23 15:51:39 GMT 2023","10570","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_modify_data",""
"passed","Sun Apr 23 15:51:15 GMT 2023","Sun Apr 23 15:51:20 GMT 2023","5026","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_new_data",""
"passed","Sun Apr 23 15:51:40 GMT 2023","Sun Apr 23 15:51:52 GMT 2023","11961","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_delete_article",""
"passed","Sun Apr 23 15:50:49 GMT 2023","Sun Apr 23 15:50:52 GMT 2023","2318","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_cookie",""
"passed","Sun Apr 23 15:51:07 GMT 2023","Sun Apr 23 15:51:13 GMT 2023","6087","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_list_walkthrough",""
"passed","Sun Apr 23 15:52:01 GMT 2023","Sun Apr 23 15:52:07 GMT 2023","5930","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_logout",""
"broken","Sun Apr 23 15:51:21 GMT 2023","Sun Apr 23 15:51:28 GMT 2023","6915","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_repeated_data_from_file",""
