"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Apr 23 16:21:37 GMT 2023","Sun Apr 23 16:21:45 GMT 2023","8416","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_datalist",""
"passed","Sun Apr 23 16:21:20 GMT 2023","Sun Apr 23 16:21:22 GMT 2023","2167","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_cookie",""
"broken","Sun Apr 23 16:21:56 GMT 2023","Sun Apr 23 16:22:04 GMT 2023","8427","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_new_data",""
"broken","Sun Apr 23 16:21:29 GMT 2023","Sun Apr 23 16:21:35 GMT 2023","6421","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_login",""
"broken","Sun Apr 23 16:22:15 GMT 2023","Sun Apr 23 16:22:23 GMT 2023","8413","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_modify_data",""
"passed","Sun Apr 23 16:21:23 GMT 2023","Sun Apr 23 16:21:28 GMT 2023","4564","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_registration",""
"broken","Sun Apr 23 16:22:05 GMT 2023","Sun Apr 23 16:22:13 GMT 2023","8420","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_repeated_data_from_file",""
"broken","Sun Apr 23 16:22:24 GMT 2023","Sun Apr 23 16:22:32 GMT 2023","8413","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_delete_article",""
"broken","Sun Apr 23 16:22:43 GMT 2023","Sun Apr 23 16:22:51 GMT 2023","8410","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_logout",""
"broken","Sun Apr 23 16:22:34 GMT 2023","Sun Apr 23 16:22:42 GMT 2023","8414","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_collect_data",""
"broken","Sun Apr 23 16:21:46 GMT 2023","Sun Apr 23 16:21:54 GMT 2023","8424","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_list_walkthrough",""
