"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 24 10:51:43 GMT 2023","Mon Apr 24 10:51:44 GMT 2023","777","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Bejelentkezés regisztrált felhasználóval",""
"passed","Mon Apr 24 10:52:42 GMT 2023","Mon Apr 24 10:52:57 GMT 2023","14898","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Meglévő adat módosítás (user profil bio)",""
"passed","Mon Apr 24 10:51:58 GMT 2023","Mon Apr 24 10:52:09 GMT 2023","10403","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Több oldalas lista bejárása",""
"passed","Mon Apr 24 10:51:28 GMT 2023","Mon Apr 24 10:51:30 GMT 2023","2159","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adatkezelési nyilatkozat elfogadása",""
"passed","Mon Apr 24 10:53:32 GMT 2023","Mon Apr 24 10:53:43 GMT 2023","10361","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Kijelentkezés",""
"passed","Mon Apr 24 10:52:12 GMT 2023","Mon Apr 24 10:52:21 GMT 2023","9018","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Új adat bevitel, új cikk",""
"passed","Mon Apr 24 10:52:24 GMT 2023","Mon Apr 24 10:52:39 GMT 2023","14635","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Ismételt és sorozatos adatbevitel adatforrásból, kommentek",""
"passed","Mon Apr 24 10:53:19 GMT 2023","Mon Apr 24 10:53:29 GMT 2023","10455","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adatok lementése felületről, tag lista",""
"passed","Mon Apr 24 10:51:47 GMT 2023","Mon Apr 24 10:51:55 GMT 2023","8422","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adatok listázása",""
"passed","Mon Apr 24 10:53:00 GMT 2023","Mon Apr 24 10:53:16 GMT 2023","16182","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adat törlése, cikk",""
"passed","Mon Apr 24 10:51:33 GMT 2023","Mon Apr 24 10:51:40 GMT 2023","6703","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Regisztráció új felhasználóval",""
