"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 23 15:42:15 GMT 2023","Sun Apr 23 15:42:26 GMT 2023","10588","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_modify_data",""
"passed","Sun Apr 23 15:42:27 GMT 2023","Sun Apr 23 15:42:39 GMT 2023","12297","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_delete_article",""
"passed","Sun Apr 23 15:42:47 GMT 2023","Sun Apr 23 15:42:53 GMT 2023","5948","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_logout",""
"passed","Sun Apr 23 15:41:45 GMT 2023","Sun Apr 23 15:41:47 GMT 2023","1831","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_login",""
"passed","Sun Apr 23 15:41:48 GMT 2023","Sun Apr 23 15:41:52 GMT 2023","4031","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_datalist",""
"broken","Sun Apr 23 15:42:07 GMT 2023","Sun Apr 23 15:42:14 GMT 2023","6914","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_repeated_data_from_file",""
"passed","Sun Apr 23 15:41:39 GMT 2023","Sun Apr 23 15:41:44 GMT 2023","4671","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_registration",""
"passed","Sun Apr 23 15:41:36 GMT 2023","Sun Apr 23 15:41:38 GMT 2023","2174","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_cookie",""
"passed","Sun Apr 23 15:41:53 GMT 2023","Sun Apr 23 15:42:00 GMT 2023","6460","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_list_walkthrough",""
"passed","Sun Apr 23 15:42:40 GMT 2023","Sun Apr 23 15:42:46 GMT 2023","6054","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_collect_data",""
"passed","Sun Apr 23 15:42:01 GMT 2023","Sun Apr 23 15:42:06 GMT 2023","5039","test_conduit_vizsgaremek","test_conduit","TestConduit","","","test_new_data",""
