"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 24 11:51:31 GMT 2023","Mon Apr 24 11:51:33 GMT 2023","2068","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adatkezelési nyilatkozat elfogadása",""
"passed","Mon Apr 24 11:53:07 GMT 2023","Mon Apr 24 11:53:24 GMT 2023","16751","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adat törlése, cikk",""
"passed","Mon Apr 24 11:51:36 GMT 2023","Mon Apr 24 11:51:42 GMT 2023","6443","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Regisztráció új felhasználóval",""
"passed","Mon Apr 24 11:52:49 GMT 2023","Mon Apr 24 11:53:04 GMT 2023","15356","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Meglévő adat módosítás (user profil bio)",""
"passed","Mon Apr 24 11:53:27 GMT 2023","Mon Apr 24 11:53:37 GMT 2023","10502","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adatok lementése felületről, tag lista",""
"passed","Mon Apr 24 11:51:52 GMT 2023","Mon Apr 24 11:52:01 GMT 2023","8484","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adatok listázása",""
"passed","Mon Apr 24 11:52:18 GMT 2023","Mon Apr 24 11:52:28 GMT 2023","10046","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Új adat bevitel, új cikk",""
"passed","Mon Apr 24 11:51:45 GMT 2023","Mon Apr 24 11:51:49 GMT 2023","3908","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Bejelentkezés regisztrált felhasználóval",""
"passed","Mon Apr 24 11:53:41 GMT 2023","Mon Apr 24 11:53:51 GMT 2023","10392","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Kijelentkezés",""
"passed","Mon Apr 24 11:52:04 GMT 2023","Mon Apr 24 11:52:14 GMT 2023","10440","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Több oldalas lista bejárása",""
"passed","Mon Apr 24 11:52:31 GMT 2023","Mon Apr 24 11:52:45 GMT 2023","14748","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Ismételt és sorozatos adatbevitel adatforrásból, kommentek",""
