"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 23 18:27:18 GMT 2023","Sun Apr 23 18:27:20 GMT 2023","2071","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adatkezelési nyilatkozat elfogadása",""
"broken","Sun Apr 23 18:29:29 GMT 2023","Sun Apr 23 18:29:47 GMT 2023","18603","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adat törlése, cikk",""
"broken","Sun Apr 23 18:27:31 GMT 2023","Sun Apr 23 18:27:37 GMT 2023","6373","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Bejelentkezés regisztrált felhasználóval",""
"broken","Sun Apr 23 18:27:40 GMT 2023","Sun Apr 23 18:27:59 GMT 2023","18586","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adatok listázása",""
"broken","Sun Apr 23 18:30:12 GMT 2023","Sun Apr 23 18:30:31 GMT 2023","18594","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Kijelentkezés",""
"broken","Sun Apr 23 18:28:23 GMT 2023","Sun Apr 23 18:28:42 GMT 2023","18599","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Új adat bevitel, új cikk",""
"broken","Sun Apr 23 18:29:07 GMT 2023","Sun Apr 23 18:29:25 GMT 2023","18595","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Meglévő adat módosítás (user profil bio)",""
"broken","Sun Apr 23 18:29:50 GMT 2023","Sun Apr 23 18:30:09 GMT 2023","18593","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adatok lementése felületről, tag lista",""
"broken","Sun Apr 23 18:28:02 GMT 2023","Sun Apr 23 18:28:20 GMT 2023","18591","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Több oldalas lista bejárása",""
"passed","Sun Apr 23 18:27:23 GMT 2023","Sun Apr 23 18:27:28 GMT 2023","4451","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Regisztráció új felhasználóval",""
"broken","Sun Apr 23 18:28:45 GMT 2023","Sun Apr 23 18:29:04 GMT 2023","18598","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Ismételt és sorozatos adatbevitel adatforrásból, kommentek",""
